date,temp_min,temp_max,etp,precip,proba_precip
24-03-2022 00:00,1.0,18.2,1.85,0.0,\N
25-03-2022 00:00,2.3,17.7,1.96,0.0,\N
26-03-2022 00:00,4.0,17.8,1.9,0.0,\N
27-03-2022 00:00,4.3,18.4,1.68,0.0,\N
28-03-2022 00:00,4.2,18.8,1.76,0.18,\N
29-03-2022 00:00,6.3,15.3,1.18,0.03,\N
30-03-2022 00:00,1.5,8.3,1.04,0.0,\N
