date,temp_min,temp_max,etp,precip,proba_precip
2022-03-24,0.6,19.4,1.73,0.0,\N
2022-03-25,2.0,19.3,1.7,0.0,\N
2022-03-26,2.2,19.7,1.6400000000000001,0.0,\N
2022-03-27,3.1,19.6,1.47,0.0,\N
2022-03-28,3.3,20.0,1.3,0.0,\N
2022-03-29,7.2,16.5,1.15,0.93,\N
2022-03-30,3.7,16.1,1.25,3.33,\N
