date,temp_min,temp_max,etp,precip,proba_precip
24-03-2022 00:00,2.3,18.9,2.14,0.0,\N
25-03-2022 00:00,4.6,18.6,2.16,0.0,\N
26-03-2022 00:00,4.3,18.9,2.09,0.0,\N
27-03-2022 00:00,2.6,19.1,1.71,0.0,\N
28-03-2022 00:00,3.0,19.5,1.6400000000000001,0.0,\N
29-03-2022 00:00,7.1,16.6,1.2,0.3,\N
30-03-2022 00:00,3.7,15.6,1.25,3.87,\N
