date,temp_min,temp_max,etp,precip,proba_precip
24-03-2022 00:00,0.7,18.9,1.78,0.0,\N
25-03-2022 00:00,2.5,18.6,1.86,0.0,\N
26-03-2022 00:00,3.1,18.5,1.75,0.0,\N
27-03-2022 00:00,0.8,19.1,1.6,0.0,\N
28-03-2022 00:00,0.9,19.5,1.62,0.0,\N
29-03-2022 00:00,5.0,16.4,1.21,0.0,\N
30-03-2022 00:00,2.1,9.4,0.9,0.0,\N
