,date,temp_min,temp_max,etp,precip,proba_precip
0,24-03-2022 00:00,3.2,18.9,2.19,0.0,\N
1,25-03-2022 00:00,4.6,18.4,2.2600000000000002,0.0,\N
2,26-03-2022 00:00,4.8,17.9,1.98,0.0,\N
3,27-03-2022 00:00,2.8,18.8,1.76,0.0,\N
4,28-03-2022 00:00,4.3,19.0,1.74,0.09,\N
5,29-03-2022 00:00,6.3,15.9,1.35,0.06,\N
6,30-03-2022 00:00,2.0,9.0,1.03,0.0,\N
