date,temp_min,temp_max,etp,precip,proba_precip
2022-03-24,6.3,17.0,1.59,0.0,\N
2022-03-25,7.0,16.8,1.73,0.0,\N
2022-03-26,6.8,16.4,1.65,0.0,\N
2022-03-27,5.5,17.4,1.93,0.0,\N
2022-03-28,7.8,16.7,1.4,0.0,\N
2022-03-29,8.5,14.7,1.3900000000000001,0.66,\N
2022-03-30,4.8,13.3,1.45,1.77,\N
