date,temp,etp,precip
2022-03-24 00:00,9.2,0.0,0.0
2022-03-24 01:00,8.8,0.0,0.0
2022-03-24 02:00,8.7,0.0,0.0
2022-03-24 03:00,8.3,0.0,0.0
2022-03-24 04:00,6.8,0.0,0.0
2022-03-24 05:00,6.3,0.01,0.0
2022-03-24 06:00,6.7,0.01,0.0
2022-03-24 07:00,5.4,0.0,0.0
2022-03-24 08:00,6.7,0.0,0.0
2022-03-24 09:00,9.1,0.02,0.0
2022-03-24 10:00,11.8,0.08,0.0
2022-03-24 11:00,14.7,0.15,0.0
2022-03-24 12:00,15.7,0.22,0.0
2022-03-24 13:00,16.8,0.25,0.0
2022-03-24 14:00,17.3,0.26,0.0
2022-03-24 15:00,17.3,0.25,0.0
2022-03-24 16:00,17.5,0.21,0.0
2022-03-24 17:00,16.9,0.18,0.0
2022-03-24 18:00,15.6,0.11,0.0
2022-03-24 19:00,12.9,0.04,0.0
2022-03-24 20:00,11.5,0.03,0.0
2022-03-24 21:00,11.0,0.03,0.0
2022-03-24 22:00,10.4,0.02,0.0
2022-03-24 23:00,9.9,0.03,0.0
2022-03-25 00:00,9.4,0.03,0.0
2022-03-25 01:00,9.4,0.02,0.0
2022-03-25 02:00,9.0,0.02,0.0
2022-03-25 03:00,8.6,0.02,0.0
2022-03-25 04:00,8.1,0.02,0.0
2022-03-25 05:00,8.0,0.02,0.0
2022-03-25 06:00,7.7,0.02,0.0
2022-03-25 07:00,7.4,0.02,0.0
2022-03-25 08:00,8.6,0.03,0.0
2022-03-25 09:00,11.3,0.05,0.0
2022-03-25 10:00,13.4,0.1,0.0
2022-03-25 11:00,14.8,0.17,0.0
2022-03-25 12:00,15.8,0.21,0.0
2022-03-25 13:00,16.5,0.24,0.0
2022-03-25 14:00,17.1,0.25,0.0
2022-03-25 15:00,17.7,0.24,0.0
2022-03-25 16:00,17.5,0.22,0.0
2022-03-25 17:00,17.0,0.18,0.0
2022-03-25 18:00,15.7,0.12,0.0
2022-03-25 19:00,12.9,0.05,0.0
2022-03-25 20:00,11.5,0.03,0.0
2022-03-25 21:00,10.8,0.03,0.0
2022-03-25 22:00,10.3,0.03,0.0
2022-03-25 23:00,9.9,0.03,0.0
2022-03-26 00:00,9.8,0.03,0.0
2022-03-26 01:00,9.4,0.03,0.0
2022-03-26 02:00,8.6,0.02,0.0
2022-03-26 03:00,8.6,0.02,0.0
2022-03-26 04:00,8.8,0.02,0.0
2022-03-26 05:00,8.9,0.03,0.0
2022-03-26 06:00,8.8,0.03,0.0
2022-03-26 07:00,8.6,0.03,0.0
2022-03-26 08:00,9.4,0.04,0.0
2022-03-26 09:00,10.8,0.08,0.0
2022-03-26 10:00,12.6,0.12,0.0
2022-03-26 11:00,14.1,0.16,0.0
2022-03-26 12:00,15.3,0.2,0.0
2022-03-26 13:00,16.0,0.23,0.0
2022-03-26 14:00,16.6,0.24,0.0
2022-03-26 15:00,16.9,0.23,0.0
2022-03-26 16:00,17.0,0.2,0.0
2022-03-26 17:00,16.3,0.19,0.0
2022-03-26 18:00,15.4,0.12,0.0
2022-03-26 19:00,13.5,0.05,0.0
2022-03-26 20:00,11.8,0.02,0.0
2022-03-26 21:00,11.3,0.01,0.0
2022-03-26 22:00,10.3,0.01,0.0
2022-03-26 23:00,10.0,0.01,0.0
2022-03-27 00:00,9.4,0.01,0.0
2022-03-27 01:00,9.1,0.01,0.0
2022-03-27 02:00,8.3,0.01,0.0
2022-03-27 03:00,7.2,0.01,0.0
2022-03-27 04:00,6.1,0.0,0.0
2022-03-27 05:00,4.9,0.0,0.0
2022-03-27 06:00,3.5,0.0,0.0
2022-03-27 07:00,3.1,0.0,0.0
2022-03-27 08:00,4.3,0.01,0.0
2022-03-27 09:00,8.4,0.03,0.0
2022-03-27 10:00,11.2,0.1,0.0
2022-03-27 11:00,13.0,0.17,0.0
2022-03-27 12:00,14.7,0.22,0.0
2022-03-27 13:00,16.3,0.25,0.0
2022-03-27 14:00,17.3,0.27,0.0
2022-03-27 15:00,17.9,0.26,0.0
2022-03-27 16:00,18.0,0.23,0.0
2022-03-27 17:00,17.8,0.17,0.0
2022-03-27 18:00,16.8,0.11,0.0
2022-03-27 19:00,14.1,0.07,0.0
2022-03-27 20:00,12.2,0.04,0.0
2022-03-27 21:00,10.0,0.01,0.0
2022-03-27 22:00,7.8,0.0,0.0
2022-03-27 23:00,7.1,0.0,0.0
2022-03-28 00:00,6.9,0.0,0.0
2022-03-28 01:00,6.7,0.0,0.0
2022-03-28 02:00,6.4,0.0,0.0
2022-03-28 03:00,6.1,0.0,0.0
2022-03-28 04:00,5.7,0.0,0.0
2022-03-28 05:00,5.3,0.0,0.0
2022-03-28 06:00,4.9,0.0,0.0
2022-03-28 07:00,5.4,0.0,0.0
2022-03-28 08:00,7.1,0.01,0.0
2022-03-28 09:00,9.6,0.03,0.0
2022-03-28 10:00,12.7,0.07,0.0
2022-03-28 11:00,14.2,0.12,0.0
2022-03-28 12:00,15.4,0.17,0.0
2022-03-28 13:00,16.5,0.19,0.0
2022-03-28 14:00,17.0,0.19,0.0
2022-03-28 15:00,17.1,0.18,0.0
2022-03-28 16:00,16.9,0.15,0.0
2022-03-28 17:00,16.2,0.1,0.02
2022-03-28 18:00,15.3,0.05,0.02
2022-03-28 19:00,13.9,0.03,0.02
2022-03-28 20:00,13.0,0.01,0.04
2022-03-28 21:00,12.1,0.0,0.04
2022-03-28 22:00,10.9,0.0,0.04
2022-03-28 23:00,9.9,0.0,0.0
2022-03-29 00:00,8.9,0.0,0.0
2022-03-29 01:00,8.0,0.0,0.0
2022-03-29 02:00,7.8,0.0,0.0
2022-03-29 03:00,8.0,0.0,0.0
2022-03-29 04:00,8.1,0.0,0.0
2022-03-29 05:00,7.7,0.0,0.0
