date,temp_min,temp_max,etp,precip,proba_precip
2022-03-24 00:00,3.2,19.0,2.18,0.0,\N
2022-03-25 00:00,4.1,18.6,2.21,0.0,\N
2022-03-26 00:00,5.5,18.5,2.08,0.0,\N
2022-03-27 00:00,3.1,18.8,1.74,0.0,\N
2022-03-28 00:00,4.2,18.4,1.4300000000000002,0.0,\N
2022-03-29 00:00,7.2,15.8,1.24,0.96,\N
2022-03-30 00:00,3.4,15.0,1.34,2.92,\N
