date,temp_min,temp_max,etp,precip,proba_precip
24-03-2022 00:00,6.3,16.6,1.58,0.0,\N
25-03-2022 00:00,6.5,16.5,1.6900000000000002,0.0,\N
26-03-2022 00:00,6.8,16.0,1.8599999999999999,0.0,\N
27-03-2022 00:00,4.7,17.2,1.91,0.0,\N
28-03-2022 00:00,7.6,17.6,1.98,0.0,\N
29-03-2022 00:00,7.3,13.9,1.45,1.17,\N
30-03-2022 00:00,0.4,8.2,1.27,0.0,\N
