date,temp_min,temp_max,etp,precip,proba_precip
24-03-2022 00:00,5.4,17.5,1.9,0.0,\N
25-03-2022 00:00,7.4,17.7,2.15,0.0,\N
26-03-2022 00:00,8.6,17.0,2.12,0.0,\N
27-03-2022 00:00,3.1,18.0,1.9800000000000002,0.0,\N
28-03-2022 00:00,4.9,17.1,1.3,0.18,\N
29-03-2022 00:00,6.9,15.4,1.37,1.26,\N
30-03-2022 00:00,2.2,14.1,1.48,1.62,\N
