,date,temp_min,temp_max,etp,precip,proba_precip
0,24-03-2022 00:00,5.4,17.3,1.89,0.0,\N
1,25-03-2022 00:00,7.1,17.3,2.12,0.0,\N
2,26-03-2022 00:00,8.2,16.4,2.2,0.0,\N
3,27-03-2022 00:00,2.7,17.9,1.94,0.0,\N
4,28-03-2022 00:00,4.9,18.1,1.92,0.0,\N
5,29-03-2022 00:00,6.5,14.8,1.47,0.75,\N
6,30-03-2022 00:00,1.2,8.7,1.47,0.0,\N
