date,temp_min,temp_max,etp,precip,proba_precip
24-03-2022 00:00,6.1,17.1,1.54,0.0,\N
25-03-2022 00:00,7.3,16.9,1.48,0.0,\N
26-03-2022 00:00,6.0,16.3,1.27,0.0,\N
27-03-2022 00:00,7.1,18.1,1.33,0.0,\N
28-03-2022 00:00,7.4,17.8,1.1,0.15,\N
29-03-2022 00:00,6.0,14.3,1.43,0.93,\N
30-03-2022 00:00,0.4,7.7,1.34,0.0,\N
