,date,temp_min,temp_max,etp,precip,proba_precip
0,24-03-2022 00:00,0.6,19.4,1.72,0.0,\N
1,25-03-2022 00:00,1.4,19.2,1.72,0.0,\N
2,26-03-2022 00:00,2.0,19.2,1.62,0.0,\N
3,27-03-2022 00:00,2.6,19.7,1.5,0.0,\N
4,28-03-2022 00:00,3.0,19.9,1.48,0.0,\N
5,29-03-2022 00:00,6.8,16.3,0.91,0.03,\N
6,30-03-2022 00:00,2.4,9.0,0.81,0.0,\N
