date,temp_min,temp_max,etp,precip,proba_precip
2022-03-24 00:00,6.3,17.0,1.59,0.0,\N
2022-03-25 00:00,7.0,16.8,1.73,0.0,\N
2022-03-26 00:00,6.8,16.4,1.65,0.0,\N
2022-03-27 00:00,5.5,17.4,1.93,0.0,\N
2022-03-28 00:00,7.8,16.7,1.4,0.0,\N
2022-03-29 00:00,8.5,14.7,1.3900000000000001,0.66,\N
2022-03-30 00:00,4.8,13.3,1.45,1.77,\N
