date,temp_min,temp_max,etp,precip,proba_precip
2022-03-24 00:00,1.0,18.8,1.83,0.0,\N
2022-03-25 00:00,2.5,17.9,1.98,0.0,\N
2022-03-26 00:00,4.5,18.3,1.95,0.0,\N
2022-03-27 00:00,4.9,18.4,1.6600000000000001,0.0,\N
2022-03-28 00:00,4.3,18.5,1.4000000000000001,0.0,\N
2022-03-29 00:00,6.9,15.3,1.11,1.02,\N
2022-03-30 00:00,3.5,14.8,1.33,3.73,\N
